sizes_2D,maurer_minimum_2D,maurer_std_2D,felzenszwalb_threaded_minimum_2D_depth,felzenszwalb_threaded_std_2D_depth,felzenszwalb_gpu_minimum_2D,felzenszwalb_gpu_std_2D,wenbo_threaded_minimum_2D,wenbo_threaded_std_2D,wenbo_gpu_minimum_2D,wenbo_gpu_std_2D
1.0,210.8108108108108,1331.3946924238974,121.71995589856671,322.92554745544226,164000.0,352829.0527297552,17100.0,11993.96369683167,7800.0,4897.145250813046
121.0,2200.0,26033.479483569943,37700.0,27774.304370477512,240200.0,414629.8014199107,18200.0,10809.049037344092,7800.0,5093.378596575439
441.0,6875.0,85485.14307300071,81600.0,77424.5081657408,421500.0,529297.7061553895,19000.0,9815.365984212733,7800.0,5232.908367189122
1024.0,25500.0,474076.27413426177,56400.0,85009.72514668218,223600.0,542491.4735678202,19600.0,10129.747963028465,8000.0,129535.78239910294
1764.0,33300.0,455423.399849223,97700.0,165258.23505955748,220200.0,539867.8409980264,19600.0,12724.45545775023,8200.0,4729.19999284839
2704.0,55400.0,1.0497394695684374e6,80400.0,210879.8581554036,211900.0,626735.6258252359,20500.0,409971.3510716875,8300.0,5051.071336911116
3844.0,63900.0,1.108143906781601e6,103100.0,163784.45839396445,224900.0,475945.31178657955,20800.0,11403.194989014952,8300.0,4923.009070866232
5184.0,114600.0,1.111750540542296e6,160100.0,1.5938127611707745e6,282200.0,607827.8556814227,24400.0,260752.60362931623,8300.0,5629.400834767039
6724.0,93100.0,783827.9117594311,83800.0,408483.78293517284,373100.0,639243.8626891056,30100.0,395414.0384591455,8500.0,6567.799152453637
8649.0,117400.0,677743.8997645712,143900.0,563501.3919249439,420000.0,473391.4353877137,34200.0,282259.59441154404,8500.0,5129.532128409532
10609.0,135600.0,517080.3330816947,120100.0,413050.84356764256,471700.0,525041.7779079591,35000.0,435868.37856164196,8400.0,5547.708676810298
12769.0,180800.0,466501.62897750613,104500.0,422317.2035635138,507900.0,560735.5602516849,41600.0,426642.62250963476,8300.0,4877.536195645707
15129.0,171000.0,401653.2109597061,147900.0,802504.0645511186,561500.0,1.0323415528985166e6,46400.0,387413.1237162113,8300.0,5069.370442181949
17689.0,190800.0,462063.10308839555,145000.0,396752.25303209125,625000.0,442055.67366418155,51400.0,358939.2496353351,8400.0,108183.39923910456
20736.0,217400.0,478145.1243494845,136100.0,409510.54854591296,619000.0,400942.83378478733,53600.0,452558.11452181556,8500.0,31714.850079323307
23716.0,239900.0,476804.2221506163,179000.0,570678.4794143052,800000.0,429824.8345334052,68900.0,343726.6759339504,9200.0,120666.17904723955
26896.0,275100.0,505422.3817766746,190700.0,458210.2957573172,901400.0,485111.31186690676,65600.0,479685.4952503841,8500.0,189805.71333624452
30276.0,307800.0,562662.7919467589,238900.0,464803.0538301027,900300.0,390762.81283652934,112400.0,481845.53043096437,11500.0,6180.811400176876
33856.0,355700.0,652243.4700465216,239300.0,672435.9950604073,1.0251e6,370480.9627889605,106200.0,462734.9961781073,8500.0,184673.86105512962
37636.0,380600.0,2.0905032429402627e6,244800.0,1.4811873663401294e6,1.1187e6,414466.5836231466,98800.0,361841.3749844825,8600.0,177043.33013571124
42025.0,436300.0,2.0274851128727281e6,284200.0,524436.339428677,1.2004e6,364845.59758834995,115100.0,312005.0863788426,8600.0,226922.21126117097
46225.0,513000.0,2.0154639295061955e6,288100.0,490564.0689777724,1.1759e6,471373.4019768968,116200.0,395590.74712369416,8600.0,208432.29714865354
50625.0,562800.0,1.869112738235492e6,273500.0,528998.4682839278,1.2993e6,492140.562340784,117100.0,361150.3070794891,8400.0,240447.37644318547
55225.0,595500.0,1.805539793572241e6,332100.0,575713.6598332383,1.3889e6,398892.55350003164,127700.0,396983.98886659084,10900.0,132684.65405118442
60025.0,633000.0,1.6538469484673794e6,360400.0,457653.8200360168,1.453e6,316615.2522882651,145200.0,437969.6622485764,8500.0,297963.730285048
65536.0,889900.0,2.4538308736315533e6,404800.0,1.7269845627041638e6,1.5049e6,525051.1475025356,142900.0,436085.64898099174,8666.666666666666,326468.73332126025
70756.0,751700.0,2.118161429439759e6,407500.0,612521.5256649324,1.6514e6,629003.4758732909,141300.0,425909.1605795964,8400.0,334876.0061723238
76176.0,805900.0,1.9641138705480914e6,463800.0,692285.2978074477,1.7173e6,1.4610810401093331e6,145000.0,445891.3348283178,8400.0,278948.2092467342
81796.0,884500.0,2.1206534795420566e6,480300.0,555409.9059033124,1.8455e6,416628.17591285636,145800.0,399731.989777056,8300.0,368758.37510277727
87616.0,944400.0,2.029592511957964e6,498900.0,674388.8794287966,1.8278e6,648211.2387688672,149800.0,454049.434541157,8300.0,319503.79249776044
93636.0,966100.0,2.0641570306039928e6,444300.0,588623.5399163753,1.9649e6,668026.1317716592,156900.0,449085.62938853016,8500.0,351106.0552198138
100489.0,987900.0,1.983496278659193e6,496800.0,961542.1531938597,2.0837e6,499927.83756274194,165600.0,473434.73421516054,8400.0,382176.4988269203
106929.0,1.0222e6,2.0812627448073446e6,586500.0,947649.7751077255,2.2537e6,475332.0048918831,176200.0,431036.09894279024,8400.0,387701.15430194966
113569.0,1.1372e6,2.0609607639124414e6,515200.0,710355.6393202408,2.3124e6,461223.06188746676,191300.0,505423.60495103983,8400.0,393745.78818525025
120409.0,1.183e6,2.1902907122534e6,635600.0,937002.0836950621,2.4443e6,443456.57113239146,190200.0,562589.5952257611,8500.0,420558.2847222922
127449.0,1.189e6,2.3715254767387663e6,679200.0,812433.6844794132,2.5418e6,927861.6647389674,209100.0,574088.4091682606,8400.0,433204.3544743359
134689.0,1.3752e6,2.460488255528698e6,628000.0,843425.1640768404,2.7563e6,580696.880309976,209200.0,612979.7395310777,8200.0,456512.34550595685
142884.0,1.4071e6,2.5568059947727663e6,716700.0,1.626303381800115e6,2.6795e6,941499.7107257147,251300.0,598303.8741591522,8400.0,465775.8052082121
150544.0,1.4976e6,2.5045964584827116e6,867000.0,790502.3379774881,2.667e6,707351.6930796108,236600.0,650727.2815197118,8500.0,477231.05833088345
158404.0,1.694e6,2.731272939871635e6,748200.0,1.4952776108281594e6,2.7609e6,547357.0962828745,276300.0,568682.0056806073,8300.0,828964.1159444749
166464.0,1.7751e6,2.783320449973192e6,824200.0,848585.9181816818,3.1126e6,675029.5176293238,254800.0,564952.4499747147,8300.0,843993.2102370332
174724.0,1.7047e6,2.49373700817948e6,793200.0,2.2848223937411676e6,2.9049e6,3.2063923728995826e6,262700.0,633935.6951907912,8300.0,851406.659788931
184041.0,2.2136e6,2.7743506534238113e6,798000.0,1.09671378647587e6,3.2913e6,942343.3441667063,278800.0,559082.7477375593,8300.0,851241.5319798166
192721.0,1.8828e6,2.4786650438817833e6,1.049e6,1.1591350556821793e6,3.547e6,1.289288590715002e6,291500.0,629985.4136166017,8300.0,914780.9139250065
201601.0,1.9494e6,2.4418924471369535e6,822600.0,1.3465534847003503e6,3.3261e6,608709.3287020428,298900.0,651237.5025397603,8200.0,952113.7454030914
210681.0,2.1072e6,2.6265851177861514e6,1.1925e6,2.63316443726437e6,3.8577e6,773942.7578677242,317100.0,678591.6229767067,8200.0,975568.7529026732
219961.0,2.127e6,2.425675888552555e6,1.1564e6,974520.604459907,3.8789e6,1.5569583654223685e6,332200.0,732080.3051697913,8200.0,969481.4053289546
229441.0,2.2136e6,2.434662093838879e6,1.0056e6,1.2375911809555036e6,4.2406e6,883607.7233210008,353700.0,773077.8107090078,8200.0,1.0440409623150127e6
240100.0,2.2654e6,2.451872991063037e6,1.1793e6,1.0641803509848132e6,4.1793e6,1.308050452909103e6,353300.0,786215.3499066875,8200.0,1.06870552981444e6
250000.0,2.3691e6,2.4784658044699924e6,1.2028e6,1.0529048683135924e6,4.4142e6,985779.6131318607,390200.0,1.0050727491535959e6,8100.0,1.06311458269903e6
260100.0,2.4613e6,2.4860406524971016e6,1.1025e6,1.3317343100381312e6,4.5722e6,1.353936244494393e6,442300.0,1.2260149956295057e6,11200.0,974102.8403318785
